iter	Logloss
0	0.6067741505
1	0.5433189282
2	0.498751433
3	0.4610834536
4	0.4226941648
5	0.3892992268
6	0.3621829213
7	0.3372734457
8	0.3200119682
9	0.3115137073
10	0.2958808014
11	0.2825560362
12	0.2714992191
13	0.2656900157
14	0.2580128545
15	0.2471343054
16	0.240796103
17	0.2333497034
18	0.2248913723
19	0.2216879389
20	0.2162637849
21	0.2091457256
22	0.2031049176
23	0.199521894
24	0.1960779273
25	0.1918848287
26	0.1869400411
27	0.1816105773
28	0.1789110571
29	0.1777142787
30	0.1732111115
31	0.1714400692
32	0.1696987567
33	0.1675149254
34	0.1643006145
35	0.16225801
36	0.1590552123
37	0.157679696
38	0.1574424799
39	0.1546757463
40	0.1532938308
41	0.1504988463
42	0.1500244555
43	0.1489178478
44	0.147382211
45	0.1451190174
46	0.1426501067
47	0.1408843165
48	0.139374885
49	0.1352975818
50	0.133558688
51	0.1321257716
52	0.1303876932
53	0.1294575014
54	0.1280845559
55	0.1265206683
56	0.1250451129
57	0.122673781
58	0.1197605962
59	0.1191272459
60	0.1176653599
61	0.1158955892
62	0.1141487343
63	0.1122828912
64	0.1104398741
65	0.1068589169
66	0.1052183345
67	0.1032168554
68	0.1014966343
69	0.1005454271
70	0.09907316125
71	0.09764533112
72	0.09650866191
73	0.09547127848
74	0.09384090313
75	0.09233575627
76	0.08993092827
77	0.08869964489
78	0.08674837195
79	0.08542950948
80	0.0845596894
81	0.08356319649
82	0.08241225671
83	0.08066685994
84	0.07911493467
85	0.07812640978
86	0.07691305962
87	0.07545238301
88	0.07491109682
89	0.07460212016
90	0.07341705543
91	0.07313112591
92	0.07302960797
