iter	Passed	Remaining
154	930	5075
155	937	5070
156	942	5058
157	948	5052
158	952	5037
159	956	5023
160	962	5014
161	967	5006
162	972	4991
163	976	4979
164	982	4971
165	986	4956
166	991	4943
167	996	4933
168	1000	4920
169	1004	4906
170	1009	4894
171	1014	4885
172	1019	4873
173	1023	4859
174	1028	4850
175	1033	4837
176	1037	4824
177	1042	4812
178	1047	4804
179	1051	4791
180	1056	4778
181	1062	4774
182	1078	4812
183	1084	4810
184	1089	4798
185	1095	4794
186	1100	4784
187	1105	4772
188	1110	4763
189	1114	4751
190	1118	4739
191	1123	4726
192	1128	4718
193	1133	4707
194	1137	4695
195	1142	4687
196	1147	4677
197	1152	4666
198	1156	4655
199	1161	4647
200	1166	4637
201	1170	4625
202	1175	4616
203	1180	4605
204	1184	4594
205	1189	4586
206	1194	4576
207	1198	4565
208	1203	4554
209	1208	4546
210	1212	4534
211	1216	4523
212	1223	4520
213	1228	4512
214	1232	4500
215	1237	4489
216	1242	4484
217	1247	4475
218	1252	4464
219	1257	4456
220	1261	4446
221	1265	4435
222	1270	4427
223	1275	4417
224	1279	4407
225	1283	4396
226	1289	4390
227	1294	4384
228	1299	4376
229	1305	4371
230	1310	4363
231	1315	4355
232	1321	4349
233	1326	4341
234	1330	4332
235	1336	4325
236	1342	4321
237	1346	4312
238	1352	4307
239	1358	4301
240	1364	4298
241	1370	4291
242	1375	4286
243	1381	4279
244	1386	4271
245	1391	4263
246	1396	4258
247	1401	4249
248	1406	4240
249	1412	4236
250	1418	4232
251	1425	4230
252	1432	4229
253	1438	4224
254	1445	4222
255	1450	4216
256	1456	4210
257	1462	4205
258	1466	4196
259	1471	4187
260	1477	4182
261	1481	4173
262	1486	4164
263	1492	4159
264	1496	4151
265	1502	4145
266	1509	4143
267	1514	4135
268	1518	4125
269	1523	4118
270	1528	4110
271	1533	4105
272	1539	4098
273	1543	4089
274	1547	4080
275	1553	4075
276	1558	4068
277	1563	4061
278	1569	4056
279	1574	4048
280	1579	4040
281	1584	4033
282	1589	4026
283	1593	4017
284	1598	4011
285	1604	4005
286	1609	3997
287	1614	3991
288	1619	3984
289	1623	3975
290	1630	3972
291	1635	3964
292	1639	3956
293	1645	3952
294	1650	3945
295	1655	3938
296	1660	3930
297	1665	3922
298	1669	3914
299	1674	3907
300	1679	3899
301	1683	3892
302	1688	3883
303	1693	3876
304	1697	3868
305	1702	3860
306	1708	3856
307	1712	3847
308	1717	3840
309	1721	3831
310	1727	3826
311	1732	3819
312	1736	3811
313	1742	3806
314	1747	3799
315	1751	3792
316	1756	3785
317	1761	3777
318	1765	3769
319	1770	3761
320	1775	3755
321	1779	3747
322	1784	3739
323	1788	3732
324	1793	3724
325	1798	3717
326	1802	3709
327	1807	3702
328	1811	3694
329	1816	3687
330	1821	3680
331	1826	3674
332	1831	3668
333	1837	3663
334	1841	3655
335	1846	3648
336	1850	3641
337	1856	3636
338	1862	3631
339	1867	3625
340	1882	3637
341	1897	3651
342	1908	3655
343	1917	3656
344	1928	3660
345	1937	3662
346	1945	3660
347	1951	3656
348	1957	3652
349	1964	3649
350	1975	3652
351	1983	3651
352	1991	3649
353	1998	3646
354	2005	3643
355	2013	3642
356	2023	3644
357	2030	3641
358	2038	3639
359	2046	3638
360	2058	3643
361	2067	3643
362	2076	3644
363	2083	3640
364	2090	3636
365	2096	3632
366	2104	3630
367	2114	3630
368	2121	3627
369	2129	3625
370	2142	3631
371	2151	3632
372	2159	3630
373	2168	3629
374	2176	3627
375	2187	3629
376	2198	3632
377	2209	3636
378	2217	3633
379	2225	3631
380	2232	3626
381	2238	3622
382	2244	3615
383	2250	3609
384	2257	3606
385	2263	3600
386	2268	3593
387	2275	3589
388	2280	3582
389	2285	3575
390	2291	3569
391	2296	3562
392	2301	3555
393	2308	3550
394	2313	3543
395	2320	3538
396	2326	3533
397	2331	3527
398	2338	3523
399	2344	3516
400	2350	3511
401	2356	3506
402	2361	3498
403	2367	3492
404	2373	3486
405	2378	3479
406	2383	3472
407	2389	3467
408	2394	3460
409	2401	3455
410	2406	3448
411	2411	3441
412	2418	3437
413	2423	3430
414	2429	3425
415	2437	3421
416	2443	3415
417	2450	3412
418	2457	3406
419	2463	3402
420	2471	3398
421	2477	3393
422	2484	3388
423	2490	3382
424	2495	3376
425	2503	3372
426	2508	3366
427	2514	3360
428	2520	3354
429	2525	3347
430	2533	3344
431	2538	3337
432	2543	3331
433	2549	3325
434	2554	3318
435	2559	3311
436	2566	3305
437	2571	3298
438	2575	3291
439	2581	3285
440	2586	3278
441	2590	3270
442	2596	3264
443	2602	3258
444	2606	3251
445	2613	3245
446	2618	3238
447	2623	3232
448	2628	3225
449	2669	3262
450	2686	3270
451	2697	3270
452	2703	3264
453	2707	3256
454	2712	3248
455	2716	3240
456	2722	3234
457	2726	3227
458	2731	3219
459	2736	3211
460	2740	3204
461	2744	3196
462	2749	3188
463	2754	3181
464	2758	3173
465	2762	3166
466	2768	3159
467	2772	3151
468	2777	3144
469	2781	3136
470	2786	3129
471	2790	3122
472	2796	3115
473	2801	3109
474	2806	3101
475	2811	3094
476	2817	3088
477	2821	3081
478	2825	3073
479	2830	3066
480	2835	3059
481	2840	3052
482	2844	3045
483	2849	3038
484	2854	3030
485	2859	3023
486	2864	3017
487	2869	3010
488	2874	3004
489	2879	2997
490	2885	2991
491	2890	2984
492	2894	2976
493	2900	2971
494	2905	2964
495	2910	2956
496	2915	2950
497	2920	2943
498	2924	2936
499	2930	2930
500	2936	2925
501	2941	2918
502	2946	2911
503	2952	2905
504	2956	2897
505	2961	2891
506	2966	2884
507	2970	2877
508	2975	2869
509	2980	2863
510	2984	2856
511	2988	2848
512	2993	2841
513	2998	2835
514	3003	2828
515	3008	2821
516	3014	2816
517	3020	2810
518	3025	2803
519	3031	2797
520	3035	2790
521	3039	2783
522	3045	2777
523	3049	2770
524	3054	2763
525	3059	2756
526	3063	2749
527	3068	2742
528	3073	2736
529	3081	2732
530	3085	2725
531	3090	2718
532	3096	2712
533	3100	2705
534	3105	2698
535	3110	2692
536	3114	2685
537	3120	2679
538	3126	2673
539	3133	2669
540	3138	2662
541	3144	2657
542	3150	2651
543	3155	2644
544	3160	2638
545	3165	2632
546	3169	2625
547	3175	2619
548	3180	2612
549	3185	2606
550	3190	2600
551	3195	2593
552	3199	2586
553	3204	2579
554	3209	2573
555	3213	2566
556	3217	2559
557	3224	2554
558	3229	2547
559	3233	2540
560	3239	2535
561	3244	2528
562	3250	2523
563	3256	2517
564	3261	2511
565	3266	2504
566	3271	2498
567	3277	2492
568	3281	2485
569	3287	2479
570	3292	2473
571	3297	2467
572	3302	2461
573	3307	2455
574	3312	2448
575	3317	2442
576	3323	2436
577	3328	2430
578	3333	2423
579	3338	2417
580	3344	2411
581	3348	2405
582	3355	2399
583	3360	2393
584	3364	2386
585	3370	2381
586	3375	2374
587	3379	2368
588	3384	2361
589	3389	2355
590	3393	2348
591	3397	2341
592	3403	2335
593	3407	2329
594	3412	2322
595	3417	2316
596	3421	2309
597	3426	2303
598	3431	2296
599	3436	2290
600	3440	2284
601	3445	2277
602	3450	2271
603	3455	2265
604	3459	2258
605	3464	2252
606	3469	2246
607	3473	2239
608	3478	2233
609	3483	2226
610	3489	2221
611	3494	2215
612	3499	2209
613	3504	2203
614	3509	2197
615	3515	2191
616	3520	2185
617	3524	2178
618	3529	2172
619	3534	2166
620	3538	2159
621	3542	2153
622	3548	2147
623	3553	2140
624	3557	2134
625	3561	2127
626	3566	2121
627	3570	2115
628	3575	2108
629	3580	2102
630	3584	2096
631	3588	2089
632	3593	2083
633	3598	2077
634	3602	2070
635	3606	2064
636	3612	2058
637	3616	2051
638	3621	2045
639	3626	2039
640	3631	2033
641	3636	2027
642	3640	2021
643	3646	2015
644	3650	2009
645	3654	2002
646	3659	1996
647	3664	1990
648	3669	1984
649	3673	1978
650	3678	1972
651	3682	1965
652	3687	1959
653	3691	1953
654	3696	1947
655	3700	1940
656	3705	1934
657	3710	1928
658	3714	1922
659	3718	1915
660	3722	1909
661	3727	1903
662	3732	1897
663	3736	1890
664	3741	1884
665	3746	1878
666	3750	1872
667	3756	1866
668	3761	1861
669	3766	1855
670	3771	1849
671	3777	1843
672	3782	1838
673	3787	1831
674	3794	1826
675	3798	1820
676	3803	1814
677	3809	1809
678	3814	1803
679	3819	1797
680	3825	1792
681	3830	1786
682	3834	1779
683	3840	1774
684	3845	1768
685	3850	1762
686	3855	1756
687	3861	1751
688	3866	1745
689	3871	1739
690	3876	1733
691	3881	1727
692	3885	1721
693	3891	1715
694	3896	1709
695	3901	1703
696	3907	1698
697	3911	1692
698	3916	1686
699	3922	1680
700	3927	1675
701	3932	1669
702	3937	1663
703	3943	1658
704	3949	1652
705	3955	1647
706	3961	1641
707	3966	1635
708	3972	1630
709	3977	1624
710	3982	1618
711	3988	1613
712	3992	1607
713	3997	1601
714	4003	1595
715	4008	1589
716	4013	1583
717	4019	1578
718	4023	1572
719	4028	1566
720	4034	1561
721	4038	1555
722	4043	1549
723	4048	1543
724	4054	1537
725	4059	1531
726	4063	1526
727	4069	1520
728	4074	1514
729	4078	1508
730	4084	1503
731	4089	1497
732	4095	1491
733	4102	1486
734	4107	1480
735	4111	1474
736	4116	1469
737	4122	1463
738	4126	1457
739	4131	1451
740	4135	1445
741	4140	1439
742	4145	1433
743	4150	1428
744	4155	1422
745	4159	1416
746	4164	1410
747	4169	1404
748	4173	1398
749	4178	1392
750	4183	1386
751	4187	1380
752	4192	1375
753	4197	1369
754	4201	1363
755	4206	1357
756	4211	1351
757	4216	1346
758	4220	1340
759	4224	1334
760	4229	1328
761	4234	1322
762	4238	1316
763	4243	1310
764	4248	1305
765	4252	1299
766	4257	1293
767	4263	1287
768	4267	1282
769	4272	1276
770	4277	1270
771	4281	1264
772	4286	1258
773	4290	1252
774	4296	1247
775	4301	1241
776	4305	1235
777	4311	1230
778	4315	1224
779	4320	1218
780	4325	1212
781	4329	1206
782	4333	1201
783	4339	1195
784	4345	1190
785	4350	1184
786	4357	1179
787	4363	1173
788	4367	1168
789	4371	1162
790	4377	1156
791	4381	1150
792	4385	1144
793	4390	1139
794	4395	1133
795	4399	1127
796	4404	1121
797	4409	1116
798	4413	1110
799	4418	1104
800	4423	1099
801	4428	1093
802	4432	1087
803	4438	1081
804	4442	1076
805	4447	1070
806	4452	1064
807	4458	1059
808	4463	1053
809	4467	1048
810	4473	1042
811	4478	1036
812	4483	1031
813	4488	1025
814	4493	1019
815	4497	1014
816	4502	1008
817	4508	1003
818	4512	997
819	4517	991
820	4523	986
821	4527	980
822	4532	974
823	4537	969
824	4543	963
825	4547	957
826	4552	952
827	4558	946
828	4563	941
829	4568	935
830	4573	930
831	4578	924
832	4583	918
833	4588	913
834	4593	907
835	4597	901
836	4603	896
837	4608	890
838	4613	885
839	4621	880
840	4626	874
841	4630	868
842	4636	863
843	4641	857
844	4646	852
845	4652	846
846	4656	841
847	4661	835
848	4666	829
849	4671	824
850	4676	818
851	4680	813
852	4686	807
853	4690	801
854	4694	796
855	4700	790
856	4704	784
857	4708	779
858	4713	773
859	4718	768
860	4722	762
861	4727	756
862	4732	751
863	4736	745
864	4741	739
865	4746	734
866	4751	728
867	4756	723
868	4761	717
869	4767	712
870	4772	706
871	4777	701
872	4782	695
873	4786	690
874	4791	684
875	4795	678
876	4800	673
877	4804	667
878	4809	662
879	4814	656
880	4819	650
881	4823	645
882	4828	639
883	4833	634
884	4837	628
885	4842	623
886	4847	617
887	4852	611
888	4856	606
889	4861	600
890	4866	595
891	4870	589
892	4875	584
893	4881	578
894	4886	573
895	4890	567
896	4896	562
897	4900	556
898	4904	551
899	4909	545
900	4914	539
901	4918	534
902	4923	528
903	4928	523
904	4932	517
905	4936	512
906	4941	506
907	4946	501
908	4950	495
909	4954	490
910	4959	484
911	4964	479
912	4969	473
913	4974	468
914	4979	462
915	4983	456
916	4988	451
917	4994	446
918	4998	440
919	5003	435
920	5008	429
921	5013	424
922	5018	418
923	5024	413
924	5030	407
925	5035	402
926	5039	396
927	5044	391
928	5049	385
929	5053	380
930	5059	374
931	5063	369
932	5068	363
933	5073	358
934	5079	353
935	5083	347
936	5088	342
937	5093	336
938	5098	331
939	5102	325
940	5108	320
941	5112	314
942	5117	309
943	5122	303
944	5126	298
945	5131	292
946	5135	287
947	5140	281
948	5145	276
949	5149	271
950	5156	265
951	5161	260
952	5166	254
953	5171	249
954	5177	243
955	5181	238
956	5186	233
957	5191	227
958	5195	222
959	5200	216
960	5205	211
961	5209	205
962	5214	200
963	5219	194
964	5223	189
965	5228	184
966	5232	178
967	5237	173
968	5241	167
969	5245	162
970	5250	156
971	5255	151
972	5259	145
973	5264	140
974	5269	135
975	5274	129
976	5278	124
977	5283	118
978	5288	113
979	5292	108
980	5297	102
981	5303	97
982	5307	91
983	5312	86
984	5317	80
985	5322	75
986	5326	70
987	5331	64
988	5335	59
989	5340	53
990	5345	48
991	5349	43
992	5354	37
993	5359	32
994	5364	26
995	5369	21
996	5375	16
997	5380	10
998	5384	5
999	5390	0
