iter	Logloss
205	0.3135216861
206	0.3126129637
207	0.3117334929
208	0.3106238081
209	0.3094359959
210	0.3087890586
211	0.3076116838
212	0.3066664062
213	0.3056666783
214	0.3047001035
215	0.3038001111
216	0.3023481186
217	0.3011520279
218	0.300206198
219	0.2993425691
220	0.2982703774
221	0.2971535156
222	0.2962038255
223	0.29538536
224	0.2943955157
225	0.2931483302
226	0.2921997359
227	0.2914536778
228	0.2907300965
229	0.2898071681
230	0.2889273368
231	0.2881876762
232	0.2876631934
233	0.2866513068
234	0.2856765188
235	0.2846315575
236	0.2837769734
237	0.2832221439
238	0.2823881536
239	0.2814598974
240	0.280413066
241	0.2797144199
242	0.2785347442
243	0.2777451636
244	0.2768482264
245	0.2761342267
246	0.2751645668
247	0.2744312028
248	0.2738632617
249	0.2731395019
250	0.2718983056
251	0.2711738405
252	0.2703823289
253	0.2696564154
254	0.2688214765
255	0.2680466829
256	0.2671952829
257	0.26662485
258	0.2657889753
259	0.2650731105
260	0.264411616
261	0.2634864615
262	0.2628577352
263	0.2620784375
264	0.2614524609
265	0.2607260792
266	0.2600704123
267	0.2594199468
268	0.2584282842
269	0.2577046874
270	0.2569490571
271	0.2562058367
272	0.2556175704
273	0.2548696356
274	0.2541239463
275	0.2535955482
276	0.252999728
277	0.2523901728
278	0.2518013321
279	0.2511032619
280	0.2502838984
281	0.2496403477
282	0.2489748518
283	0.2483596644
284	0.2477159407
285	0.2467501343
286	0.2461157865
287	0.2452629632
288	0.2447232805
289	0.2438034624
290	0.243116154
291	0.2423852165
292	0.2417924031
293	0.2410377645
294	0.2403797105
295	0.2398296674
296	0.2393311269
297	0.2387111697
298	0.2381556551
299	0.2372833447
300	0.2366186416
301	0.2359263904
302	0.2352632054
303	0.2344709541
304	0.233956579
305	0.2333773317
306	0.2328835532
307	0.2323730531
308	0.231723766
309	0.2310870297
310	0.2306422333
311	0.2301190761
312	0.2293422351
313	0.228638914
314	0.2280870238
315	0.2276921768
316	0.2270641736
317	0.2266420729
318	0.2260007858
319	0.2253411635
320	0.2246614996
321	0.2242018466
322	0.223546487
323	0.2228718077
324	0.2222949575
325	0.2215507899
326	0.2206796932
327	0.2202672326
328	0.2197903905
329	0.2190829113
330	0.2184958365
331	0.2177852902
332	0.2172775714
333	0.2165222103
334	0.2159616832
335	0.2155364982
336	0.2150632143
337	0.2145726889
338	0.2141997103
339	0.2137458023
340	0.2132235895
341	0.2126968819
342	0.2119357471
343	0.2112380755
344	0.2107742235
345	0.2102495956
346	0.2096973026
347	0.2090224157
348	0.2084249079
349	0.2077657207
350	0.2073681735
351	0.2068268542
352	0.2062409262
353	0.2057917621
354	0.2053899334
355	0.2051021105
356	0.2046055255
357	0.204280701
358	0.2040051552
359	0.2032489353
360	0.2027255146
361	0.2022361088
362	0.2015747751
363	0.2009165761
364	0.2002846139
365	0.1997091267
366	0.1992272297
367	0.1986281369
368	0.1982506865
369	0.1979050608
370	0.1972144167
371	0.1968144947
372	0.1961790316
373	0.1957175703
374	0.1952504911
375	0.1947652166
376	0.1942575753
377	0.1937386616
378	0.1932642819
379	0.1927098007
380	0.1924370843
381	0.1920567873
382	0.1914254793
383	0.190888193
384	0.1902429627
385	0.189693461
386	0.1890643533
387	0.1887031406
388	0.1882688568
389	0.1878912801
390	0.1874360938
391	0.1869247714
392	0.1864873415
393	0.1861169029
394	0.185643986
395	0.1852700933
396	0.1847512492
397	0.1842854842
398	0.1838753906
399	0.1833189561
400	0.1827155876
401	0.1821084949
402	0.1817913544
403	0.1812568838
404	0.1806987668
405	0.1802809885
406	0.1799682623
407	0.1794784069
408	0.1789544038
409	0.178435238
410	0.1780663743
411	0.1774155634
412	0.1769496597
413	0.1765713893
414	0.1760886577
415	0.1755868477
416	0.1751391967
417	0.1747528315
418	0.1742589696
419	0.1736028194
420	0.1730892744
421	0.1726039978
422	0.1723014188
423	0.1719852743
424	0.1714906175
425	0.1712813097
426	0.1709438555
427	0.1706019604
428	0.1702972607
429	0.1699822667
430	0.1695311615
431	0.1690406893
432	0.1686230388
433	0.168138853
434	0.1677946951
435	0.1673105488
436	0.1669119352
437	0.1664948191
438	0.1661153443
439	0.1657756854
440	0.1654768464
441	0.1650702515
442	0.1646777664
443	0.1643608658
444	0.1639114518
445	0.1635640996
446	0.1631039201
447	0.1627614254
448	0.1623678014
449	0.1619608661
450	0.1616887364
451	0.1612688641
452	0.1608097201
453	0.1604298719
454	0.1601858771
455	0.1598950409
456	0.1596139942
457	0.1590136577
458	0.1587101609
459	0.1584004516
460	0.1581517142
461	0.1578716348
462	0.1575880058
463	0.1572721249
464	0.1567698868
465	0.1562225632
466	0.1558747098
467	0.155478094
468	0.1551923177
469	0.1549874702
470	0.1546356254
471	0.1542679581
472	0.1537402811
473	0.1533919106
474	0.1530811155
475	0.1527792732
476	0.1525079795
477	0.1521727572
478	0.1518612856
479	0.1514486168
480	0.1510504621
481	0.1506779876
482	0.1504243282
483	0.1501111776
484	0.1497558707
485	0.1494666833
486	0.1491382309
487	0.1486684781
488	0.1482911318
489	0.1478883904
490	0.1475232157
491	0.147144039
492	0.1467952463
493	0.1465198333
494	0.1462891676
495	0.1460549142
496	0.1458492968
497	0.1454978463
498	0.1451533925
499	0.1449081783
500	0.1445556154
501	0.1442061526
502	0.1436753776
503	0.143347366
504	0.1430298284
505	0.1427672326
506	0.1423967409
507	0.1421152827
508	0.1418628578
509	0.1414246724
510	0.1411029977
511	0.1408532908
512	0.1405822075
513	0.1403041216
514	0.1399723679
515	0.1397182101
516	0.1395196613
517	0.1392439826
518	0.1390399114
519	0.1387923726
520	0.1386416073
521	0.1384281272
522	0.1380455767
523	0.1378376398
524	0.1375950999
525	0.1373576888
526	0.1370604031
527	0.1368032428
528	0.1365369566
529	0.1361362252
530	0.1359238316
531	0.135647638
532	0.1354697483
533	0.1352011037
534	0.1350234847
535	0.1348322278
536	0.1345322893
537	0.1342500958
538	0.1340667684
539	0.1338127378
540	0.1335626733
541	0.1332136974
542	0.1328457314
543	0.1325676685
544	0.1323184867
545	0.1320145367
546	0.1318287957
547	0.131583593
548	0.1312161835
549	0.1309812722
550	0.1307411596
551	0.1304462222
552	0.1301461674
553	0.1299554964
554	0.1295496908
555	0.1293945011
556	0.1290878883
557	0.1287979584
558	0.1285127064
559	0.1283374874
560	0.1280452674
561	0.1278209808
562	0.1275429884
563	0.1272082516
564	0.1269187992
565	0.12666145
566	0.1264609738
567	0.126133429
568	0.1258460132
569	0.1255849298
570	0.1254609134
571	0.1251375761
572	0.1248795232
573	0.1245795201
574	0.1243465586
575	0.1241474259
576	0.1239082698
577	0.1236469616
578	0.1234479101
579	0.1231280996
580	0.122849514
581	0.1225918438
582	0.1223173501
583	0.1220080206
584	0.1217863071
585	0.1215840937
586	0.1213329391
587	0.1211069205
588	0.1209197418
589	0.1206170665
590	0.1203737762
591	0.120143881
592	0.1198766835
593	0.1196499747
594	0.119439194
595	0.1193462524
596	0.1191005183
597	0.1189351139
598	0.1187392143
599	0.1185339962
600	0.1182596992
601	0.1180778835
602	0.1178021632
603	0.1175770365
604	0.1173849135
605	0.1171170624
606	0.1169232432
607	0.1166459961
608	0.1164772525
609	0.116122225
610	0.1159184927
611	0.1156960855
612	0.1154535614
613	0.1152380985
614	0.1149745066
615	0.1146802306
616	0.1144644324
617	0.1141911867
618	0.1138885323
619	0.1136665043
620	0.1134153712
621	0.1130872635
622	0.1128861717
623	0.1127213276
624	0.112516386
625	0.1123723057
626	0.1121023125
627	0.1118959217
628	0.1116532554
629	0.1114390837
630	0.1111504112
631	0.110947079
632	0.1107318552
633	0.1105456029
634	0.1102942516
635	0.1100838271
636	0.1099675298
637	0.1097285388
638	0.1095079342
639	0.1092896268
640	0.1090187962
641	0.108881903
642	0.1086942704
643	0.108510826
644	0.1082990349
645	0.108059198
646	0.1077572265
647	0.1074963119
648	0.1072889401
649	0.1069799166
650	0.1067304259
651	0.1064790049
652	0.1061826485
653	0.1060213849
654	0.1057561988
655	0.105619572
656	0.10549999
657	0.1052506415
658	0.1050647806
659	0.1048597837
660	0.1046799536
661	0.1044460743
662	0.1042322466
663	0.1040255456
664	0.1037885116
665	0.1036355287
666	0.1034428542
667	0.1032614313
668	0.1030135758
669	0.1028510296
670	0.1027022571
671	0.1024734256
672	0.1022708323
673	0.1020748917
674	0.1018569347
675	0.1016909207
676	0.1014437841
677	0.1012008973
678	0.1009780772
679	0.1008081551
680	0.1006034088
681	0.1004152772
682	0.1002543001
683	0.100025093
684	0.09988484038
685	0.0997324076
686	0.09960917464
687	0.09944889919
688	0.0992311268
689	0.09907353858
690	0.09887233053
691	0.09880080424
692	0.09865504791
693	0.09844770561
694	0.09828363772
695	0.09810488483
696	0.09791970325
697	0.09765052652
698	0.09751297121
699	0.0973249444
700	0.09711830085
701	0.09693915657
702	0.09678726024
703	0.09664232975
704	0.09644763944
705	0.0962639214
706	0.0961145931
707	0.09594557084
708	0.09581634582
709	0.09568122209
710	0.09554598418
711	0.09535933905
712	0.09515639386
713	0.09493991769
714	0.09480714367
715	0.09472821563
716	0.09451208919
717	0.09431477268
718	0.09420569044
719	0.09400911504
720	0.09381117663
721	0.09357810739
722	0.09336565273
723	0.09323419218
724	0.09310349427
725	0.09292919305
726	0.09280114504
727	0.09259281819
728	0.09245236236
729	0.09226896461
730	0.0921221634
731	0.09201570591
732	0.09184410199
733	0.09170668527
734	0.09156626607
735	0.09137910533
736	0.09123192135
737	0.09106307001
738	0.09087230858
739	0.09066943663
740	0.09044063379
741	0.09029392162
742	0.09014896312
743	0.0899953598
744	0.08984465053
745	0.08971773716
746	0.0895715521
747	0.08940251333
748	0.08920730166
749	0.08905523513
750	0.08891872469
751	0.08878722679
752	0.08862835672
753	0.08841974333
754	0.08827262327
755	0.0881223736
756	0.08798140934
757	0.08782123083
758	0.08763700652
759	0.08745368705
760	0.08727832156
761	0.08712237283
762	0.08696810883
763	0.08678791896
764	0.08660799193
765	0.08644190179
766	0.08626375285
767	0.08609133169
768	0.0859412831
769	0.08579786858
770	0.08566295526
771	0.08543227954
772	0.08528646647
773	0.08513400066
774	0.08504640625
775	0.08487439012
776	0.08464454743
777	0.08446494643
778	0.08432278001
779	0.08410311751
780	0.08396567494
781	0.08382355161
782	0.08367146067
783	0.08350411668
784	0.08335163938
785	0.08323648752
786	0.08310083452
787	0.08289060679
788	0.08277957985
789	0.08265745209
790	0.08244892632
791	0.08225063674
792	0.0821400651
793	0.08197988085
794	0.08186201877
795	0.08175025647
796	0.08165053
797	0.08152094663
798	0.08141430028
799	0.08128157581
800	0.08109439568
801	0.08100215498
802	0.08083801241
803	0.08068769811
804	0.08054581895
805	0.08039125621
806	0.08023117967
807	0.0800930951
808	0.07997210629
809	0.07982025089
810	0.07971777112
811	0.07959337694
812	0.0794563911
813	0.07929571134
814	0.07915949247
815	0.07901620721
816	0.07892302002
817	0.07876951436
818	0.07859957218
819	0.07845191065
820	0.07831808171
821	0.07819618805
822	0.07804125906
823	0.07791118449
824	0.07776771252
825	0.07763478124
826	0.07751413426
827	0.07734157666
828	0.07720839546
829	0.0770089138
830	0.07687437822
831	0.07678404917
832	0.07660838064
833	0.07649046973
834	0.07639735434
835	0.07627352605
836	0.07615951745
837	0.07603943922
838	0.07589117159
839	0.07577708256
840	0.07558076209
841	0.07549396911
842	0.07537234548
843	0.07526574365
844	0.07515343413
845	0.07503859106
846	0.07496173985
847	0.07483996253
848	0.07470402804
849	0.07458741981
850	0.07445169644
851	0.07434552836
852	0.07421022582
853	0.07402966827
854	0.07390142636
855	0.07379806616
856	0.07363970165
857	0.07352396954
858	0.07337183263
859	0.07328516604
860	0.07314260322
861	0.07306897353
862	0.07291658815
863	0.07281332275
864	0.07269239138
865	0.0725837472
866	0.07243864077
867	0.07233003967
868	0.072222026
869	0.07212040367
870	0.07203242865
871	0.07191653424
872	0.07181569323
873	0.07173738279
874	0.07164255969
875	0.0715387442
876	0.07146700175
877	0.07128015053
878	0.07114958763
879	0.07102096655
880	0.07090257162
881	0.07077743777
882	0.07064433845
883	0.07049102956
884	0.07035834387
885	0.07022251566
886	0.07011080794
887	0.06999442951
888	0.06989749368
889	0.06977892209
890	0.06963030401
891	0.06954616955
892	0.0694574922
893	0.06935016362
894	0.06927848006
895	0.06918875281
896	0.06906031557
897	0.0689274245
898	0.06881902591
899	0.06868792155
900	0.06860877089
901	0.06849064884
902	0.0683418656
903	0.06821248043
904	0.06811692772
905	0.06802670352
906	0.06791225686
907	0.06779004292
908	0.06766814065
909	0.06757860729
910	0.06748970445
911	0.06738879307
912	0.06728779982
913	0.0670669639
914	0.06693991839
915	0.06676963726
916	0.06668207013
917	0.06661014672
918	0.06655827201
919	0.06643936433
920	0.06634315525
921	0.06624493111
922	0.06617078436
923	0.0660686378
924	0.06596604169
925	0.06587680851
926	0.06578377931
927	0.06565491981
928	0.06552588365
929	0.06536327931
930	0.06525977117
931	0.06517366616
932	0.06510225405
933	0.06495820327
934	0.06485106428
935	0.06472345576
936	0.06463132853
937	0.06454266554
938	0.0644277047
939	0.06434222015
940	0.06421924643
941	0.06412519604
942	0.06399815916
943	0.06389540218
944	0.06375744544
945	0.06366848371
946	0.06356200109
947	0.06345262154
948	0.06337044756
949	0.06323540354
950	0.06312316872
951	0.06298428415
952	0.06291517292
953	0.06280019772
954	0.06270061056
955	0.06261819816
956	0.06252630647
957	0.06241344544
958	0.06230392514
959	0.06220093118
960	0.06210637093
961	0.06201140852
962	0.06188833139
963	0.06175479688
964	0.061649041
965	0.0615475939
966	0.06147106728
967	0.06136176529
968	0.06125048126
969	0.06116938591
970	0.06110044703
971	0.0610447289
972	0.0609473938
973	0.06085105258
974	0.06071778809
975	0.06061895928
976	0.060527171
977	0.06041782161
978	0.06032867173
979	0.06024078001
980	0.06013201375
981	0.06003465566
982	0.05994122287
983	0.05984390931
984	0.05976549832
985	0.05965727783
986	0.05955042322
987	0.05949882714
988	0.05941197384
989	0.0592921843
990	0.05917234019
991	0.05907951349
992	0.05898651588
993	0.05887181357
994	0.05878218254
995	0.05868583128
996	0.05860268495
997	0.05850641268
998	0.05845657171
999	0.05838068997
