iter	Logloss
0	0.5452346871
1	0.4362872392
2	0.3453073335
3	0.2887003715
4	0.2411097024
5	0.207306557
6	0.1798602852
7	0.1550764803
8	0.1347991335
9	0.1189158883
10	0.1090759086
11	0.09744150098
12	0.09059624876
13	0.08318590711
14	0.07682118442
15	0.07004090686
16	0.06419916068
17	0.06019993014
18	0.05588218157
19	0.05300987429
20	0.05035477663
21	0.04710966998
22	0.04349242375
23	0.04059601281
24	0.03840544026
25	0.03686167962
26	0.03505384618
27	0.03286869467
28	0.03150587083
29	0.03038273773
30	0.02912107574
31	0.02833378749
32	0.02750865699
33	0.02644004812
34	0.02558519077
35	0.02452671833
36	0.02372550587
37	0.02282657395
38	0.02206527124
39	0.02057777732
40	0.0199770826
41	0.01952784922
42	0.01875457705
43	0.01828105925
44	0.0173823295
45	0.01658567178
46	0.01615122267
47	0.01597049771
48	0.01567145583
49	0.0153108232
50	0.01482119811
51	0.01449855268
52	0.01428359248
53	0.01376734642
54	0.01338399072
55	0.01312519629
56	0.01274601043
57	0.01246830802
58	0.01223454866
59	0.01191012974
60	0.01156154382
61	0.01125606245
62	0.01093695706
63	0.01066717486
64	0.0104238105
65	0.01029523124
66	0.009998808263
67	0.009917672407
68	0.009644544792
69	0.009379008936
70	0.009102277716
71	0.008954750346
72	0.008938519439
73	0.008807445553
74	0.008575845823
75	0.008554056824
76	0.008439237543
77	0.008424874368
78	0.008407592802
79	0.008391084789
80	0.008223388881
81	0.008073588169
82	0.0080560879
83	0.007886017923
84	0.007762946669
85	0.007624096473
86	0.007611740276
87	0.00747368574
88	0.007391655565
89	0.007215912631
90	0.00714707379
91	0.006905913844
92	0.00689909606
93	0.006836150954
