iter	Passed	Remaining
187	906	3914
188	910	3908
189	914	3897
190	917	3886
191	921	3876
192	925	3871
193	929	3860
194	932	3850
195	936	3840
196	940	3833
197	945	3828
198	949	3823
199	956	3827
200	969	3854
201	980	3873
202	989	3885
203	996	3889
204	1003	3890
205	1015	3912
206	1020	3908
207	1031	3926
208	1036	3922
209	1045	3932
210	1050	3928
211	1057	3930
212	1063	3929
213	1068	3924
214	1074	3922
215	1079	3917
216	1084	3912
217	1092	3919
218	1096	3912
219	1102	3907
220	1107	3904
221	1112	3897
222	1116	3890
223	1123	3893
224	1128	3886
225	1132	3879
226	1139	3879
227	1144	3874
228	1148	3868
229	1155	3868
230	1160	3864
231	1165	3857
232	1171	3857
233	1176	3852
234	1181	3846
235	1186	3842
236	1191	3836
237	1196	3830
238	1202	3828
239	1207	3822
240	1211	3815
241	1215	3806
242	1220	3802
243	1224	3795
244	1229	3787
245	1234	3783
246	1238	3776
247	1242	3768
248	1246	3760
249	1253	3760
250	1258	3754
251	1261	3744
252	1267	3741
253	1271	3733
254	1274	3723
255	1277	3713
256	1281	3704
257	1286	3699
258	1289	3689
259	1293	3680
260	1296	3672
261	1301	3665
262	1304	3655
263	1307	3646
264	1311	3637
265	1315	3631
266	1319	3622
267	1322	3613
268	1326	3604
269	1329	3595
270	1334	3588
271	1338	3581
272	1341	3573
273	1345	3564
274	1350	3559
275	1353	3550
276	1357	3543
277	1360	3534
278	1365	3529
279	1370	3523
280	1373	3514
281	1377	3508
282	1382	3503
283	1386	3494
284	1389	3485
285	1393	3477
286	1399	3476
287	1404	3471
288	1407	3462
289	1411	3456
290	1415	3449
291	1417	3435
292	1420	3428
293	1424	3419
294	1428	3413
295	1431	3405
296	1435	3397
297	1438	3389
298	1443	3384
299	1447	3378
300	1451	3370
301	1454	3362
302	1458	3355
303	1463	3351
304	1467	3343
305	1470	3335
306	1474	3327
307	1478	3322
308	1482	3314
309	1485	3307
310	1489	3299
311	1492	3292
312	1496	3284
313	1500	3277
314	1503	3269
315	1506	3261
316	1511	3257
317	1515	3249
318	1518	3242
319	1522	3234
320	1526	3229
321	1530	3221
322	1533	3214
323	1537	3207
324	1541	3201
325	1546	3196
326	1549	3189
327	1553	3182
328	1557	3176
329	1562	3172
330	1566	3165
331	1569	3158
332	1573	3151
333	1577	3145
334	1580	3138
335	1582	3127
336	1586	3120
337	1590	3115
338	1594	3108
339	1597	3101
340	1601	3095
341	1605	3088
342	1609	3083
343	1613	3076
344	1616	3069
345	1620	3063
346	1625	3058
347	1628	3051
348	1632	3044
349	1635	3038
350	1640	3033
351	1643	3025
352	1647	3019
353	1650	3012
354	1654	3005
355	1658	2999
356	1661	2993
357	1665	2987
358	1669	2981
359	1674	2977
360	1679	2972
361	1682	2966
362	1690	2965
363	1696	2964
364	1701	2960
365	1707	2957
366	1712	2953
367	1717	2949
368	1723	2947
369	1727	2940
370	1730	2934
371	1735	2930
372	1775	2985
373	1792	3000
374	1797	2995
375	1802	2992
376	1815	2999
377	1820	2996
378	1825	2990
379	1828	2984
380	1832	2977
381	1837	2973
382	1842	2967
383	1846	2961
384	1850	2955
385	1855	2951
386	1859	2945
387	1863	2939
388	1870	2938
389	1875	2933
390	1879	2926
391	1883	2921
392	1888	2916
393	1892	2910
394	1896	2904
395	1901	2900
396	1905	2894
397	1909	2887
398	1913	2881
399	1918	2877
400	1922	2872
401	1926	2866
402	1931	2860
403	1935	2856
404	1939	2849
405	1943	2843
406	1947	2837
407	1952	2833
408	1957	2827
409	1960	2821
410	1965	2817
411	1970	2811
412	1973	2804
413	1977	2798
414	1982	2794
415	1984	2786
416	1989	2781
417	1992	2774
418	1997	2769
419	2001	2764
420	2005	2758
421	2009	2752
422	2015	2749
423	2019	2743
424	2023	2737
425	2027	2732
426	2032	2727
427	2036	2721
428	2039	2714
429	2043	2708
430	2048	2704
431	2052	2698
432	2055	2691
433	2060	2686
434	2065	2682
435	2069	2677
436	2073	2670
437	2077	2665
438	2082	2660
439	2085	2654
440	2089	2648
441	2094	2644
442	2099	2639
443	2103	2633
444	2106	2627
445	2115	2627
446	2119	2622
447	2124	2617
448	2139	2625
449	2150	2628
450	2162	2632
451	2183	2647
452	2198	2655
453	2212	2660
454	2221	2661
455	2231	2662
456	2238	2660
457	2248	2660
458	2255	2658
459	2262	2655
460	2269	2653
461	2284	2660
462	2295	2662
463	2304	2662
464	2319	2668
465	2330	2670
466	2339	2670
467	2352	2674
468	2362	2674
469	2376	2680
470	2389	2684
471	2401	2686
472	2410	2685
473	2418	2683
474	2436	2693
475	2445	2692
476	2456	2693
477	2475	2702
478	2482	2700
479	2493	2700
480	2501	2698
481	2512	2700
482	2518	2695
483	2524	2691
484	2530	2686
485	2535	2681
486	2541	2676
487	2545	2671
488	2551	2666
489	2558	2662
490	2563	2657
491	2570	2653
492	2576	2650
493	2581	2644
494	2586	2639
495	2591	2633
496	2599	2631
497	2604	2625
498	2608	2619
499	2615	2615
500	2619	2609
501	2623	2603
502	2630	2598
503	2634	2592
504	2638	2586
505	2644	2582
506	2649	2576
507	2653	2569
508	2658	2564
509	2663	2559
510	2667	2553
511	2672	2547
512	2678	2542
513	2682	2536
514	2687	2530
515	2693	2526
516	2698	2520
517	2702	2514
518	2707	2508
519	2711	2502
520	2715	2496
521	2719	2490
522	2724	2484
523	2728	2478
524	2732	2472
525	2736	2466
526	2745	2463
527	2749	2458
528	2756	2454
529	2762	2449
530	2767	2444
531	2772	2439
532	2779	2435
533	2784	2430
534	2790	2425
535	2795	2420
536	2799	2413
537	2804	2408
538	2809	2403
539	2814	2397
540	2817	2390
541	2823	2386
542	2828	2380
543	2832	2374
544	2836	2367
545	2841	2362
546	2845	2356
547	2849	2350
548	2853	2344
549	2857	2338
550	2861	2332
551	2865	2325
552	2871	2320
553	2875	2314
554	2879	2308
555	2883	2302
556	2888	2297
557	2893	2291
558	2896	2285
559	2901	2279
560	2906	2274
561	2911	2269
562	2916	2263
563	2922	2259
564	2927	2253
565	2931	2247
566	2936	2242
567	2941	2236
568	2944	2230
569	2948	2224
570	2954	2219
571	2958	2213
572	2962	2207
573	2967	2202
574	2972	2196
575	2976	2190
576	2980	2184
577	2985	2179
578	2988	2173
579	2992	2167
580	2996	2160
581	3001	2155
582	3007	2150
583	3012	2145
584	3018	2141
585	3023	2136
586	3028	2130
587	3033	2125
588	3037	2119
589	3041	2113
590	3046	2108
591	3052	2103
592	3056	2097
593	3060	2091
594	3065	2086
595	3069	2080
596	3073	2074
597	3078	2069
598	3083	2063
599	3086	2057
600	3089	2051
601	3093	2044
602	3096	2038
603	3100	2032
604	3103	2026
605	3107	2020
606	3110	2013
607	3115	2008
608	3118	2002
609	3122	1996
610	3125	1989
611	3129	1984
612	3133	1978
613	3136	1971
614	3139	1965
615	3143	1959
616	3146	1953
617	3150	1947
618	3154	1941
619	3157	1935
620	3161	1929
621	3165	1924
622	3169	1917
623	3172	1911
624	3177	1906
625	3182	1901
626	3186	1895
627	3189	1889
628	3193	1883
629	3198	1878
630	3201	1872
631	3205	1866
632	3208	1860
633	3212	1854
634	3216	1848
635	3219	1842
636	3222	1836
637	3226	1830
638	3230	1825
639	3234	1819
640	3237	1813
641	3240	1807
642	3245	1801
643	3248	1795
644	3251	1789
645	3255	1783
646	3259	1778
647	3263	1772
648	3266	1766
649	3269	1760
650	3273	1754
651	3278	1749
652	3281	1743
653	3285	1737
654	3288	1731
655	3292	1726
656	3296	1720
657	3299	1714
658	3302	1709
659	3306	1703
660	3312	1698
661	3315	1692
662	3319	1687
663	3322	1681
664	3327	1676
665	3330	1670
666	3333	1664
667	3337	1658
668	3342	1653
669	3346	1648
670	3350	1642
671	3354	1637
672	3359	1632
673	3363	1627
674	3367	1621
675	3371	1615
676	3376	1611
677	3380	1605
678	3384	1599
679	3387	1594
680	3392	1589
681	3396	1583
682	3400	1578
683	3403	1572
684	3408	1567
685	3412	1561
686	3416	1556
687	3420	1551
688	3425	1546
689	3429	1540
690	3434	1535
691	3441	1531
692	3445	1526
693	3450	1521
694	3455	1516
695	3459	1511
696	3463	1505
697	3467	1500
698	3472	1495
699	3477	1490
700	3482	1485
701	3486	1479
702	3490	1474
703	3494	1469
704	3498	1463
705	3502	1458
706	3506	1453
707	3511	1448
708	3514	1442
709	3519	1437
710	3523	1432
711	3527	1426
712	3530	1421
713	3534	1415
714	3540	1411
715	3544	1406
716	3548	1400
717	3554	1396
718	3558	1390
719	3562	1385
720	3565	1379
721	3570	1374
722	3574	1369
723	3577	1363
724	3580	1358
725	3586	1353
726	3591	1348
727	3595	1343
728	3599	1338
729	3604	1333
730	3607	1327
731	3610	1321
732	3613	1316
733	3618	1311
734	3621	1305
735	3624	1300
736	3628	1294
737	3632	1289
738	3635	1284
739	3639	1278
740	3642	1273
741	3645	1267
742	3650	1262
743	3653	1257
744	3656	1251
745	3659	1246
746	3662	1240
747	3667	1235
748	3671	1230
749	3674	1224
750	3677	1219
751	3681	1214
752	3684	1208
753	3688	1203
754	3691	1197
755	3694	1192
756	3698	1187
757	3701	1181
758	3705	1176
759	3708	1171
760	3711	1165
761	3715	1160
762	3718	1155
763	3722	1149
764	3725	1144
765	3730	1139
766	3734	1134
767	3737	1129
768	3741	1123
769	3745	1118
770	3750	1113
771	3753	1108
772	3756	1103
773	3760	1098
774	3764	1093
775	3768	1087
776	3771	1082
777	3774	1077
778	3779	1072
779	3782	1066
780	3785	1061
781	3789	1056
782	3792	1050
783	3796	1045
784	3799	1040
785	3802	1035
786	3806	1030
787	3809	1024
788	3813	1019
789	3816	1014
790	3819	1009
791	3823	1004
792	3827	999
793	3830	993
794	3833	988
795	3837	983
796	3840	978
797	3844	973
798	3847	967
799	3850	962
800	3854	957
801	3857	952
802	3861	947
803	3865	942
804	3870	937
805	3874	932
806	3879	927
807	3882	922
808	3885	917
809	3888	912
810	3894	907
811	3898	902
812	3903	897
813	3906	892
814	3909	887
815	3913	882
816	3916	877
817	3920	872
818	3923	867
819	3926	861
820	3930	856
821	3935	852
822	3939	847
823	3942	842
824	3945	836
825	3949	831
826	3953	826
827	3956	821
828	3959	816
829	3963	811
830	3967	806
831	3971	801
832	3974	796
833	3977	791
834	3981	786
835	3985	781
836	3988	776
837	3991	771
838	3995	766
839	3999	761
840	4004	757
841	4007	751
842	4010	746
843	4013	741
844	4018	737
845	4022	732
846	4026	727
847	4029	722
848	4034	717
849	4038	712
850	4041	707
851	4045	702
852	4050	697
853	4053	693
854	4057	688
855	4060	683
856	4065	678
857	4069	673
858	4072	668
859	4076	663
860	4081	658
861	4085	654
862	4088	649
863	4092	644
864	4096	639
865	4099	634
866	4102	629
867	4106	624
868	4109	619
869	4113	614
870	4116	609
871	4120	604
872	4123	599
873	4126	594
874	4130	590
875	4133	585
876	4138	580
877	4143	575
878	4147	570
879	4150	565
880	4153	561
881	4156	556
882	4161	551
883	4164	546
884	4168	541
885	4171	536
886	4174	531
887	4179	527
888	4182	522
889	4186	517
890	4189	512
891	4193	507
892	4196	502
893	4200	497
894	4203	493
895	4206	488
896	4210	483
897	4213	478
898	4216	473
899	4220	468
900	4223	464
901	4227	459
902	4230	454
903	4234	449
904	4237	444
905	4241	440
906	4244	435
907	4247	430
908	4250	425
909	4254	420
910	4258	416
911	4262	411
912	4265	406
913	4268	401
914	4274	397
915	4278	392
916	4282	387
917	4285	382
918	4289	378
919	4293	373
920	4297	368
921	4300	363
922	4303	359
923	4307	354
924	4311	349
925	4314	344
926	4317	339
927	4321	335
928	4325	330
929	4328	325
930	4331	321
931	4334	316
932	4338	311
933	4342	306
934	4345	302
935	4348	297
936	4351	292
937	4355	287
938	4359	283
939	4362	278
940	4365	273
941	4368	269
942	4373	264
943	4378	259
944	4381	255
945	4388	250
946	4404	246
947	4414	242
948	4421	237
949	4442	233
950	4448	229
951	4455	224
952	4460	220
953	4466	215
954	4472	210
955	4477	206
956	4482	201
957	4489	196
958	4494	192
959	4499	187
960	4505	182
961	4510	178
962	4515	173
963	4521	168
964	4526	164
965	4531	159
966	4537	154
967	4541	150
968	4545	145
969	4551	140
970	4557	136
971	4561	131
972	4567	126
973	4572	122
974	4578	117
975	4586	112
976	4592	108
977	4597	103
978	4602	98
979	4607	94
980	4612	89
981	4617	84
982	4621	79
983	4625	75
984	4628	70
985	4633	65
986	4636	61
987	4639	56
988	4642	51
989	4645	46
990	4650	42
991	4653	37
992	4656	32
993	4660	28
994	4663	23
995	4667	18
996	4670	14
997	4673	9
998	4677	4
999	4683	0
