iter	Passed	Remaining
466	1637	1868
467	1640	1864
468	1643	1860
469	1646	1856
470	1649	1852
471	1652	1848
472	1655	1844
473	1658	1840
474	1661	1836
475	1664	1832
476	1667	1827
477	1670	1823
478	1673	1820
479	1676	1816
480	1679	1812
481	1682	1808
482	1685	1804
483	1688	1800
484	1691	1796
485	1694	1792
486	1697	1788
487	1700	1784
488	1703	1780
489	1706	1776
490	1709	1772
491	1712	1768
492	1715	1764
493	1718	1760
494	1721	1756
495	1724	1752
496	1727	1748
497	1730	1744
498	1733	1739
499	1735	1735
500	1739	1732
501	1742	1728
502	1745	1724
503	1748	1721
504	1751	1717
505	1756	1714
506	1759	1710
507	1763	1708
508	1767	1705
509	1772	1702
510	1775	1699
511	1779	1696
512	1783	1692
513	1787	1689
514	1790	1685
515	1793	1681
516	1795	1677
517	1799	1674
518	1803	1671
519	1806	1667
520	1809	1663
521	1812	1659
522	1815	1655
523	1818	1652
524	1822	1648
525	1825	1644
526	1828	1640
527	1831	1636
528	1834	1633
529	1837	1629
530	1840	1625
531	1843	1621
532	1846	1617
533	1849	1613
534	1852	1610
535	1855	1606
536	1858	1602
537	1861	1598
538	1864	1594
539	1868	1591
540	1870	1587
541	1873	1583
542	1876	1579
543	1879	1575
544	1883	1572
545	1886	1568
546	1889	1564
547	1892	1560
548	1895	1556
549	1898	1553
550	1902	1550
551	1906	1546
552	1909	1543
553	1911	1539
554	1915	1535
555	1919	1532
556	1923	1529
557	1926	1526
558	1929	1522
559	1933	1518
560	1936	1515
561	1938	1511
562	1942	1507
563	1945	1503
564	1949	1500
565	1952	1497
566	1955	1493
567	1957	1489
568	1960	1485
569	1964	1482
570	1968	1478
571	1970	1474
572	1973	1470
573	1976	1466
574	1980	1463
575	1983	1459
576	1986	1456
577	1989	1452
578	1992	1448
579	1995	1444
580	1998	1441
581	2001	1437
582	2004	1433
583	2008	1430
584	2012	1427
585	2016	1424
586	2019	1420
587	2022	1417
588	2025	1413
589	2029	1410
590	2032	1406
591	2036	1403
592	2039	1399
593	2042	1395
594	2046	1392
595	2049	1389
596	2052	1385
597	2055	1381
598	2057	1377
599	2062	1374
600	2065	1371
601	2068	1367
602	2072	1364
603	2075	1360
604	2079	1357
605	2082	1354
606	2085	1350
607	2088	1346
608	2091	1342
609	2095	1339
610	2098	1335
611	2101	1332
612	2103	1328
613	2106	1324
614	2110	1321
615	2113	1317
616	2116	1313
617	2119	1309
618	2121	1306
619	2125	1302
620	2128	1298
621	2131	1295
622	2134	1291
623	2137	1288
624	2141	1284
625	2144	1281
626	2147	1277
627	2150	1273
628	2153	1270
629	2156	1266
630	2159	1262
631	2162	1259
632	2165	1255
633	2167	1251
634	2170	1247
635	2174	1244
636	2177	1240
637	2180	1237
638	2183	1233
639	2185	1229
640	2189	1226
641	2192	1222
642	2194	1218
643	2197	1214
644	2200	1211
645	2203	1207
646	2207	1204
647	2210	1200
648	2213	1197
649	2215	1193
650	2218	1189
651	2222	1186
652	2225	1182
653	2228	1178
654	2231	1175
655	2234	1171
656	2236	1167
657	2240	1164
658	2243	1160
659	2245	1156
660	2248	1153
661	2251	1149
662	2254	1145
663	2257	1142
664	2260	1138
665	2263	1135
666	2266	1131
667	2269	1128
668	2273	1124
669	2276	1121
670	2279	1117
671	2282	1114
672	2285	1110
673	2289	1107
674	2292	1103
675	2295	1100
676	2298	1096
677	2301	1092
678	2304	1089
679	2308	1086
680	2311	1082
681	2314	1079
682	2318	1075
683	2321	1072
684	2324	1068
685	2327	1065
686	2330	1061
687	2334	1058
688	2337	1055
689	2341	1052
690	2345	1048
691	2348	1045
692	2352	1042
693	2355	1038
694	2358	1035
695	2361	1031
696	2365	1028
697	2368	1024
698	2372	1021
699	2375	1018
700	2378	1014
701	2382	1011
702	2385	1007
703	2389	1004
704	2392	1001
705	2395	997
706	2399	994
707	2402	990
708	2405	987
709	2408	983
710	2412	980
711	2416	977
712	2419	973
713	2422	970
714	2425	966
715	2429	963
716	2432	960
717	2436	957
718	2440	953
719	2443	950
720	2447	947
721	2450	943
722	2453	940
723	2457	936
724	2461	933
725	2465	930
726	2469	927
727	2473	924
728	2476	920
729	2483	918
730	2486	915
731	2491	912
732	2494	908
733	2499	905
734	2503	902
735	2507	899
736	2510	895
737	2515	892
738	2518	889
739	2522	886
740	2526	882
741	2530	879
742	2534	876
743	2538	873
744	2541	869
745	2545	866
746	2549	863
747	2552	860
748	2556	856
749	2559	853
750	2564	850
751	2567	846
752	2570	843
753	2573	839
754	2577	836
755	2581	833
756	2584	829
757	2587	826
758	2591	822
759	2595	819
760	2599	816
761	2602	812
762	2605	809
763	2609	806
764	2612	802
765	2616	799
766	2619	795
767	2622	792
768	2626	789
769	2630	785
770	2634	782
771	2638	779
772	2642	776
773	2645	772
774	2649	769
775	2652	765
776	2655	762
777	2659	758
778	2662	755
779	2666	752
780	2669	748
781	2673	745
782	2676	741
783	2680	738
784	2683	734
785	2686	731
786	2689	727
787	2692	724
788	2695	720
789	2698	717
790	2701	713
791	2704	710
792	2708	706
793	2711	703
794	2714	699
795	2717	696
796	2719	692
797	2723	689
798	2726	685
799	2728	682
800	2732	678
801	2735	675
802	2738	671
803	2741	668
804	2744	664
805	2747	661
806	2750	657
807	2753	654
808	2756	650
809	2759	647
810	2762	643
811	2765	640
812	2768	636
813	2772	633
814	2776	630
815	2779	626
816	2782	623
817	2785	619
818	2789	616
819	2793	613
820	2796	609
821	2799	606
822	2802	602
823	2806	599
824	2809	596
825	2814	592
826	2817	589
827	2821	586
828	2824	582
829	2827	579
830	2830	575
831	2833	572
832	2837	568
833	2840	565
834	2844	562
835	2847	558
836	2850	555
837	2870	554
838	2873	551
839	2876	547
840	2879	544
841	2882	540
842	2886	537
843	2888	533
844	2891	530
845	2894	526
846	2897	523
847	2901	520
848	2904	516
849	2907	513
850	2910	509
851	2914	506
852	2919	503
853	2922	499
854	2925	496
855	2928	492
856	2931	489
857	2935	485
858	2938	482
859	2941	478
860	2944	475
861	2947	471
862	2950	468
863	2953	464
864	2956	461
865	2959	457
866	2962	454
867	2965	451
868	2968	447
869	2971	444
870	2975	440
871	2978	437
872	2981	433
873	2984	430
874	2987	426
875	2990	423
876	2992	419
877	2995	416
878	2999	412
879	3002	409
880	3005	405
881	3008	402
882	3010	398
883	3014	395
884	3017	392
885	3020	388
886	3022	385
887	3025	381
888	3028	378
889	3031	374
890	3034	371
891	3037	367
892	3041	364
893	3043	360
894	3047	357
895	3050	354
896	3053	350
897	3057	347
898	3060	343
899	3064	340
900	3067	337
901	3070	333
902	3073	330
903	3076	326
904	3080	323
905	3083	319
906	3086	316
907	3089	313
908	3092	309
909	3096	306
910	3099	302
911	3102	299
912	3105	295
913	3108	292
914	3111	289
915	3114	285
916	3117	282
917	3119	278
918	3122	275
919	3125	271
920	3128	268
921	3131	264
922	3134	261
923	3137	258
924	3140	254
925	3143	251
926	3146	247
927	3149	244
928	3152	240
929	3155	237
930	3157	234
931	3161	230
932	3164	227
933	3167	223
934	3169	220
935	3172	216
936	3175	213
937	3178	210
938	3181	206
939	3184	203
940	3187	199
941	3192	196
942	3195	193
943	3199	189
944	3202	186
945	3205	182
946	3209	179
947	3212	176
948	3215	172
949	3218	169
950	3221	166
951	3225	162
952	3228	159
953	3231	155
954	3234	152
955	3237	148
956	3240	145
957	3243	142
958	3246	138
959	3249	135
960	3252	131
961	3255	128
962	3258	125
963	3261	121
964	3264	118
965	3267	114
966	3270	111
967	3273	108
968	3276	104
969	3278	101
970	3281	98
971	3284	94
972	3287	91
973	3290	87
974	3293	84
975	3296	81
976	3299	77
977	3302	74
978	3305	70
979	3308	67
980	3311	64
981	3314	60
982	3317	57
983	3321	54
984	3324	50
985	3328	47
986	3332	43
987	3335	40
988	3339	37
989	3343	33
990	3346	30
991	3349	27
992	3352	23
993	3356	20
994	3359	16
995	3363	13
996	3366	10
997	3370	6
998	3373	3
999	3376	0
